number,value,datetime_start,datetime_complete,duration,params_FISH_binarization_threshold,params_FISH_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state
27,-0.0031050754645740933,2025-03-19 12:43:40.601202,2025-03-19 12:44:27.028533,0 days 00:00:46.427331,0.3297917359319346,2.6719345928800697,8.30901577111825,False,0.0209928166776997,0.44630468135610624,0.05318462536682432,0.17568320316232341,23473.0,0.3478976152717464,67471.0,43998.0,,,-0.01216325435250194,-0.008925256536031979,"[[ 3.67684126e-01  1.78985918e-01  4.57372033e+00]
 [-1.78985918e-01  3.67684126e-01  3.93583295e+02]]",62721.0,0.9999999999999766,1.0000000000000953,28223.0,COMPLETE
28,0.0,2025-03-19 12:44:27.050565,2025-03-19 12:44:27.725471,0 days 00:00:00.674906,0.0456547394054605,4.277292074272437,14.460626460747001,False,0.5421287003864963,2.8035074849596024,0.025061876261333715,0.11150353031456149,,,,,,,,,,,,,,COMPLETE
29,0.10484518719163255,2025-03-19 12:44:27.839596,2025-03-19 12:44:32.478859,0 days 00:00:04.639263,0.2512636636255541,4.974262918574145,24.365860582607485,False,0.2962859099796563,2.556103859935833,0.001198323114164334,0.14560507751332122,1.0,0.3333333333333333,3.0,2.0,,,,0.31453556157489765,"[[ 6.86179695e-04  2.49784748e-03  3.09830199e+02]
 [-2.49784748e-03  6.86179695e-04  2.54986868e+02]]",1.0,,0.9999999999999999,3.0,COMPLETE
30,0.4309678993046307,2025-03-19 12:44:32.486165,2025-03-19 12:44:40.528921,0 days 00:00:08.042756,0.26427198622173753,3.420138089181984,41.980090206466585,False,0.20446004699472214,2.405078822691486,0.0002804061341898801,0.17748864756378607,493290.0,0.8634155050374218,571324.0,78034.0,,,0.4713001847045234,0.49914310872370987,"[[-1.19121017e-02  1.21849524e+00  2.43268247e+01]
 [-1.21849524e+00 -1.19121017e-02  9.44950994e+02]]",524408.0,1.0000000000013145,0.9999999999996042,540206.0,COMPLETE
31,0.3387730954697551,2025-03-19 12:44:40.547218,2025-03-19 12:44:53.727719,0 days 00:00:13.180501,0.27402772391988145,3.503242289926904,41.14182894610009,False,0.17945380588988144,1.5794554241499403,0.0012180657446969182,0.1732071213580501,452523.0,0.8035068405586087,563185.0,110662.0,,,0.3659463065505269,0.4216181846494742,"[[-1.00690688e-02  1.21076716e+00  2.60143506e+01]
 [-1.21076716e+00 -1.00690688e-02  9.41719438e+02]]",508760.0,0.9999999999995539,0.9999999999998751,506948.0,COMPLETE
32,0.029000089529711216,2025-03-19 12:44:53.743603,2025-03-19 12:45:04.448686,0 days 00:00:10.705083,0.25277980221645907,3.4315867412205976,50.0981825110658,False,0.18968968620697815,1.4444610310922088,0.01627883071885443,0.14628127983091632,1.0,0.16666666666666666,6.0,5.0,,,,0.1740005371782673,"[[ 4.36673318e-03 -3.89329337e-04  4.99816198e+02]
 [ 3.89329337e-04  4.36673318e-03  2.63352375e+02]]",6.0,,1.0,1.0,COMPLETE
33,0.0,2025-03-19 12:45:04.457156,2025-03-19 12:45:11.162838,0 days 00:00:06.705682,0.24367728693795676,3.6573735963175866,51.14941396313083,False,0.1936567956205826,1.656283522186496,0.020744638163280642,0.14529198559985462,0.0,0.0,1.0,1.0,,,,,"[[ 1.61344564e-03  1.82050071e-04  2.29485504e+02]
 [-1.82050071e-04  1.61344564e-03  5.58189133e+02]]",1.0,,,0.0,COMPLETE
34,0.0,2025-03-19 12:45:11.173991,2025-03-19 12:45:12.489760,0 days 00:00:01.315769,0.1109474064904567,4.29358676584349,40.55293311657786,False,0.18763859285097503,2.2917621090543165,0.03521934889134933,0.1457029385782152,,,,,,,,,,,,,,COMPLETE
35,-0.007011434418900313,2025-03-19 12:45:12.497475,2025-03-19 12:45:29.774249,0 days 00:00:17.276774,0.25987960125851894,3.2340238028011012,66.97338840638433,False,0.33008856960825195,1.1914815363055293,0.015612855360975645,0.16199027959568013,260.0,0.3812316715542522,682.0,422.0,,,-0.06426855575939339,-0.018391531821884667,"[[-2.97606263e-02 -3.27491634e-02  4.73509673e+01]
 [ 3.27491634e-02 -2.97606263e-02  2.37434367e+02]]",435.0,1.0000000000000002,0.9999999999999917,507.0,COMPLETE
36,0.0,2025-03-19 12:45:29.784516,2025-03-19 12:45:30.770749,0 days 00:00:00.986233,0.18487092956980333,3.8364545048697267,50.882088289865884,False,0.07791044216607959,1.493678070333235,0.01114079902122383,0.1860163586572266,,,,,,,,,,,,,,COMPLETE
37,0.0,2025-03-19 12:45:30.777595,2025-03-19 12:45:32.090367,0 days 00:00:01.312772,0.11666811015116485,4.966193431932525,46.07264399583714,False,0.21721984628959326,2.5615436612203872,0.0324543153628245,0.1191822526425044,,,,,,,,,,,,,,COMPLETE
38,-0.008287879576563274,2025-03-19 12:45:32.097208,2025-03-19 12:45:43.855708,0 days 00:00:11.758500,0.35884952386416824,2.7070552168572566,35.7934566546637,False,0.13839732839958407,2.0240111836392165,0.05431580468318182,0.13727105726332803,5.0,0.07246376811594203,69.0,64.0,,,0.8847349531641651,-0.11437273815657317,"[[ 1.24132849e-02  5.06436419e-03  1.20435440e+02]
 [-5.06436419e-03  1.24132849e-02  5.86482119e+01]]",67.0,1.0,0.9999999999999994,7.0,COMPLETE
39,0.0,2025-03-19 12:45:43.870769,2025-03-19 12:45:44.433845,0 days 00:00:00.563076,0.0638785555416323,4.572809479505443,54.76987923897574,False,0.2630561951404701,1.7335263513565256,0.010513786508686439,0.1512003882527249,,,,,,,,,,,,,,COMPLETE
40,-0.5,2025-03-19 12:45:44.530275,2025-03-19 12:45:49.474069,0 days 00:00:04.943794,0.23529014578113133,4.173336767066276,42.8130314011116,False,0.40440594602140745,1.2358705190254287,0.023004789599668195,0.19959322173173874,1.0,0.5,2.0,1.0,,,,-1.0,"[[ 3.89021921e-04 -1.40699941e-03  3.69244653e+02]
 [ 1.40699941e-03  3.89021921e-04  7.99729637e+02]]",1.0,,1.0,2.0,COMPLETE
41,0.23942050373772664,2025-03-19 12:45:49.483816,2025-03-19 12:46:34.323338,0 days 00:00:44.839522,0.2929448363806898,3.33322798601968,25.973167517691277,False,0.26088536601339196,0.6455606122216113,0.0042082162030612595,0.1702770085826709,262644.0,0.5426259854883229,484024.0,221380.0,,,0.3056308082698063,0.44122565107578854,"[[-9.21747827e-03  1.21172421e+00  2.45646773e+01]
 [-1.21172421e+00 -9.21747827e-03  9.42238443e+02]]",318912.0,0.9999999999999964,1.0000000000002212,427756.0,COMPLETE
42,0.265166463782622,2025-03-19 12:46:34.349629,2025-03-19 12:47:23.729361,0 days 00:00:49.379732,0.29937181185473044,3.1572341238999657,35.81945986042058,False,0.2618657746538333,0.7849070729463055,0.0001448920265272359,0.16602343509489198,271321.0,0.5774630201128019,469850.0,198529.0,,,0.33236585371322885,0.4591921119569254,"[[-1.31849024e-02  1.22051493e+00  2.36436033e+01]
 [-1.22051493e+00 -1.31849024e-02  9.46052142e+02]]",343460.0,0.9999999999999908,0.9999999999986227,397711.0,COMPLETE
43,0.10882974592271778,2025-03-19 12:47:23.754607,2025-03-19 12:48:09.529437,0 days 00:00:45.774830,0.3520687078094745,3.095534454613189,34.68218616943049,False,0.297858550058925,0.7012535497777788,0.00040629104987926806,0.16860048203251282,127523.0,0.35901240128939627,355205.0,227682.0,,,0.13073767611437562,0.30313645303575804,"[[-4.71395721e-03  1.20880706e+00  2.36396039e+01]
 [-1.20880706e+00 -4.71395721e-03  9.38428489e+02]]",297430.0,0.9999999999999815,0.9999999999986938,185298.0,COMPLETE
44,0.010117826456527536,2025-03-19 12:48:09.650178,2025-03-19 12:48:46.126582,0 days 00:00:36.476404,0.3683174175335555,3.045591581120242,34.914478756301165,False,0.24069037961569995,0.7153583160614636,0.010717457554542923,0.16655842847568375,80980.0,0.20340243188731233,398127.0,317147.0,,,0.051136928100785274,0.04974289816816422,"[[-9.28593708e-02  1.20184465e+00  3.52064712e+01]
 [-1.20184465e+00 -9.28593708e-02  9.78808014e+02]]",344056.0,1.0000000000000062,1.0000000000008291,135051.0,COMPLETE
45,0.008747351962451147,2025-03-19 12:48:46.247089,2025-03-19 12:49:43.528702,0 days 00:00:57.281613,0.30752502945143023,3.2545486552886587,33.71652108052274,False,0.33424920924320767,0.34519599422793446,0.02249315028038116,0.18482258289163,143995.0,0.3196152941228697,450526.0,306531.0,,,0.022011512638845047,0.027368377306401372,"[[-6.27478339e-02  1.22697142e+00  6.21992094e+01]
 [-1.22697142e+00 -6.27478339e-02  9.64834853e+02]]",242609.0,0.9999999999999667,0.9999999999991098,351912.0,COMPLETE
46,0.0,2025-03-19 12:49:43.553486,2025-03-19 12:49:47.651498,0 days 00:00:04.098012,0.4684711507634126,3.628746486152651,40.71977526018087,False,0.13837742385588916,1.0110095643835795,0.009297263493563225,0.16875825076888426,,,,,,,,,,,,,,COMPLETE
47,0.1403970850767975,2025-03-19 12:49:47.659320,2025-03-19 12:50:46.029772,0 days 00:00:58.370452,0.2999862165725555,2.7708347834335383,19.791120080685978,False,0.064239070496243,0.35594549814916854,0.04000550582151347,0.18891006454936243,185416.0,0.40973557320463355,452526.0,267110.0,,,0.24883336474573495,0.34265290655317154,"[[-9.45324615e-03  1.22260884e+00  2.42220305e+01]
 [-1.22260884e+00 -9.45324615e-03  9.47416930e+02]]",250739.0,1.0000000000000207,1.0000000000019145,387203.0,COMPLETE
48,0.0,2025-03-19 12:50:46.052749,2025-03-19 12:50:48.339501,0 days 00:00:02.286752,0.1818547536252374,2.6895515815391464,20.09299088839788,False,0.045099651567293675,0.37684480892914185,0.03706403896613261,0.18665556297652766,0.0,0.0,1.0,1.0,,,,,"[[-3.33357209e-04 -3.74864679e-04  4.24335412e+02]
 [ 3.74864679e-04 -3.33357209e-04  9.20005729e+02]]",0.0,,,1.0,COMPLETE
49,0.17625170389028688,2025-03-19 12:50:48.349517,2025-03-19 12:51:14.527025,0 days 00:00:26.177508,0.28297642689860397,2.001183963560027,13.407642200994768,False,0.08118057965988379,0.9736933018991644,0.04964224583316678,0.15501114914676808,400043.0,0.6996400738740504,571784.0,171741.0,,,0.1752624612957752,0.251917679492464,"[[-5.48621645e-03  1.21652488e+00  2.37685841e+01]
 [-1.21652488e+00 -5.48621645e-03  9.39935081e+02]]",535368.0,0.9999999999999925,0.9999999999992087,436459.0,COMPLETE
