number,values_0,values_1,datetime_start,datetime_complete,duration,params_IF_binarization_threshold,params_IF_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,params_binarize_images,params_registration_max_features,params_registration_percentile,params_registration_target,user_attrs_corr_cell_max_corr,user_attrs_corr_image_max_corr,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state,objective,sampler,zarr_id
10,0.0,0.0,2025-04-02 16:13:18.113831,2025-04-02 16:13:18.418730,0 days 00:00:00.304899,0.9451365442303868,3.059859613910273,94.9041094332945,True,0.6074415617554519,0.06440574751782424,0.14303392243935906,0.18153295905650352,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
11,-0.09153348765555108,0.0,2025-04-02 16:13:18.429836,2025-04-02 16:13:21.183492,0 days 00:00:02.753656,0.1534769673892985,1.5210553983603752,62.12799282630906,True,0.6526547336368007,0.7048166858538283,0.06689419054167436,0.13630599137251215,True,100000,0.9,IF,,-0.17849256155019105,0.0,0.0,7.0,7.0,,,,-0.09153348765555108,"[[-1.23441102e-02  7.80482107e-04  1.13467600e+02]
 [-7.80482107e-04 -1.23441102e-02  4.50905340e+02]]",2.0,,0.25080083908020456,5.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
12,0.7785444382278306,0.4642582333025546,2025-04-02 16:13:21.194028,2025-04-02 16:13:24.130228,0 days 00:00:02.936200,0.3509471642408616,0.7805459570824742,94.43632010381563,True,0.7106729274151379,1.502341130675277,0.06663463991294964,0.10555577860600641,True,100000,0.9,IF,0.4755895269522828,0.4932618728700151,12067.0,0.4642582333025546,25992.0,13925.0,,,0.2953736232429421,0.7785444382278306,"[[-1.00402036e+00  4.33941873e-03  4.96453057e+02]
 [-4.33941873e-03 -1.00402036e+00  5.74830098e+02]]",12339.0,0.4755895269522823,0.7785444382277927,25720.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
13,0.7889914992865139,0.8063896103896104,2025-04-02 16:13:24.142208,2025-04-02 16:13:27.641689,0 days 00:00:03.499481,0.2625283284844535,0.8039725056525399,99.6056366429961,True,0.4381301674911344,1.7304934084202228,0.04033290366474509,0.19847459061923292,True,100000,0.9,IF,0.4967272344356914,0.501952771385456,31046.0,0.8063896103896104,38500.0,7454.0,,,0.5542848967820752,0.7889914992865139,"[[-1.00003936e+00  2.82483332e-03  4.96348228e+02]
 [-2.82483332e-03 -1.00003936e+00  5.73834489e+02]]",33527.0,0.5542848967820768,0.7889914992865169,36019.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
14,0.5955821487434992,0.5793082294354329,2025-04-02 16:13:27.652282,2025-04-02 16:13:30.223162,0 days 00:00:02.570880,0.1757499496101922,2.2617274536189482,77.51082867815654,True,0.4621147584011281,1.9784602727414018,0.11045557745471826,0.19306758921309103,True,100000,0.9,IF,0.33922891418465045,0.37905978198900275,32107.0,0.5793082294354329,55423.0,23316.0,,,0.14617409951200513,0.5955821487434992,"[[-1.02146964e+00  5.06474166e-03  4.95571690e+02]
 [-5.06474166e-03 -1.02146964e+00  5.78087418e+02]]",33145.0,0.33922891418465234,0.5955821487434608,54385.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
15,0.6083004622640119,0.5315964301436747,2025-04-02 16:13:30.233819,2025-04-02 16:13:32.983633,0 days 00:00:02.749814,0.19235987858839554,0.7325166404003169,99.4823630925877,True,0.48975424468346984,3.0326673597921383,0.04283352675442537,0.162480798886495,True,100000,0.9,IF,0.40575305613203055,0.4170891072642591,26566.0,0.5315964301436747,49974.0,23408.0,,,0.10996183405504915,0.6083004622640119,"[[-1.01903659e+00  1.33472173e-02  4.97389202e+02]
 [-1.33472173e-02 -1.01903659e+00  5.76514792e+02]]",27677.0,0.4057530561320335,0.608300462264023,48863.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
16,0.0,0.0,2025-04-02 16:13:33.000240,2025-04-02 16:13:33.562415,0 days 00:00:00.562175,0.010989189243771125,0.071236158756256,77.88425755712666,True,0.00474011965308907,1.8995958038686878,0.0012353789903346915,0.16594917373262774,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
17,0.0,0.0,2025-04-02 16:13:33.572641,2025-04-02 16:13:33.863018,0 days 00:00:00.290377,0.8395392694827276,2.238521455651894,52.08683522976752,True,0.3583902847905417,0.4460698178008877,0.10266836835053822,0.19862139146745114,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
18,0.7124128283921305,0.6886758286792597,2025-04-02 16:13:33.875690,2025-04-02 16:13:36.449460,0 days 00:00:02.573770,0.26628900136048345,0.9060468431126815,87.10002020051921,False,0.15630823406727912,3.3561848367527585,0.1908302811380035,0.1307419231688287,True,100000,0.9,IF,0.47439786901887576,0.4959225847057032,36130.0,0.6886758286792597,52463.0,16333.0,,,0.42384778362025916,0.7124128283921305,"[[-1.02148447e+00 -1.50058591e-04  5.01044058e+02]
 [ 1.50058591e-04 -1.02148447e+00  5.77624339e+02]]",51969.0,0.4743978690188799,0.7124128283920707,36624.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
19,0.0,0.0,2025-04-02 16:13:36.462058,2025-04-02 16:13:37.818887,0 days 00:00:01.356829,0.06850503389286594,3.3389622479204615,64.53747624561126,True,0.5639746990214329,3.613395863613013,0.13422041636495952,0.1716766029479253,True,100000,0.9,IF,,,0.0,0.0,1.0,1.0,,,,,"[[ 1.82228044e-03  3.37771405e-03  7.56852878e+02]
 [-3.37771405e-03  1.82228044e-03  3.58968915e+01]]",0.0,,,1.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
20,0.5799650629448605,0.19520448892231157,2025-04-02 16:13:37.829740,2025-04-02 16:13:39.472186,0 days 00:00:01.642446,0.523083095020904,1.9959714928342265,88.07057879291894,True,0.38454185779105776,1.9735418871810515,0.17168264248222442,0.14671121777281065,True,100000,0.9,IF,0.3753724094131746,0.4294120990439732,6749.0,0.19520448892231157,34574.0,27825.0,,,0.09300302750246467,0.5799650629448605,"[[-1.04630287e+00  8.20169663e-03  5.04413825e+02]
 [-8.20169663e-03 -1.04630287e+00  5.83165264e+02]]",33909.0,0.3753724094131742,0.5799650629448337,7414.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
21,0.8052931387165856,0.8214766686355581,2025-04-02 16:13:39.484755,2025-04-02 16:13:42.920306,0 days 00:00:03.435551,0.25991931433029736,1.023976073987442,83.54615509735899,False,0.1796072793662754,1.5937129799807832,0.08369688886768842,0.12117693205626152,True,100000,0.9,IF,0.5132545332396382,0.5159201649419544,34769.0,0.8214766686355581,42325.0,7556.0,,,0.6425703994688382,0.8052931387165856,"[[-1.00238226e+00  1.96580227e-03  4.96842196e+02]
 [-1.96580227e-03 -1.00238226e+00  5.74442669e+02]]",40182.0,0.6425703994688399,0.8052931387166659,36912.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
22,0.7519488115094328,0.7761514223781537,2025-04-02 16:13:42.933980,2025-04-02 16:13:45.516745,0 days 00:00:02.582765,0.25997423016857707,1.08965885267455,69.38515637650649,False,0.19133896269411246,4.867145705142458,0.08966878993211257,0.04971735467658833,True,100000,0.9,IF,0.4944571229655596,0.49916654201937133,34732.0,0.7761514223781537,44749.0,10017.0,,,0.5122969260444693,0.7519488115094328,"[[-9.94286803e-01 -5.99957794e-04  4.94918446e+02]
 [ 5.99957794e-04 -9.94286803e-01  5.72553696e+02]]",42710.0,0.512296926044472,0.7519488115093655,36771.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
23,0.7393491903606313,0.7776801405975395,2025-04-02 16:13:45.529644,2025-04-02 16:13:48.101031,0 days 00:00:02.571387,0.2549268035247847,1.0144585761251546,64.03672524987596,False,0.1870250996077735,4.947306277660575,0.0893547458832897,0.047073304616074396,True,100000,0.9,IF,0.45448147650056886,0.4789659933637223,35400.0,0.7776801405975395,45520.0,10120.0,,,0.4949551973546846,0.7393491903606313,"[[-9.93871626e-01  6.16272673e-03  4.93640588e+02]
 [-6.16272673e-03 -9.93871626e-01  5.73336336e+02]]",43574.0,0.49495519735468774,0.7393491903606754,37346.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
24,0.7983816082057026,0.8846435419208646,2025-04-02 16:13:48.115365,2025-04-02 16:13:50.189210,0 days 00:00:02.073845,0.13764868620847476,1.107423615247813,48.72395302238198,False,0.05641274108232397,1.557692250506259,0.13127066479512806,0.11398109512594806,True,100000,0.9,IF,0.5182164284765595,0.5176450439140139,50752.0,0.8846435419208646,57370.0,6618.0,,,0.7374851343186314,0.7983816082057026,"[[-9.98898691e-01  6.99363470e-03  4.95402256e+02]
 [-6.99363470e-03 -9.98898691e-01  5.74933210e+02]]",51749.0,0.7374851343186233,0.798381608205755,56373.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
25,0.6676702397009537,0.8826507909717214,2025-04-02 16:13:50.201863,2025-04-02 16:13:51.875763,0 days 00:00:01.673900,0.11033158503193824,3.645951794516433,43.31645686205799,False,0.02287437210526344,1.534504812362659,0.12773153612922356,0.11390537459070112,True,100000,0.9,IF,0.39932607614624416,0.4272587020997345,57525.0,0.8826507909717214,65173.0,7648.0,,,0.5134923535954715,0.6676702397009537,"[[-9.99975186e-01  1.66030053e-02  4.91471845e+02]
 [-1.66030053e-02 -9.99975186e-01  5.75743778e+02]]",58614.0,0.5134923535954726,0.6676702397009364,64084.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
26,0.6222619311146372,0.8292672008594835,2025-04-02 16:13:51.890145,2025-04-02 16:13:53.478370,0 days 00:00:01.588225,0.08427014062646682,2.705361957608851,49.26851456019103,False,0.04420583478650142,2.416174396502096,0.1639653331623923,0.08894154473662418,True,100000,0.9,IF,0.436970526193187,0.45207091907543273,55575.0,0.8292672008594835,67017.0,11442.0,,,0.42015685425461397,0.6222619311146372,"[[-9.90879407e-01  3.15162242e-02  4.89352385e+02]
 [-3.15162242e-02 -9.90879407e-01  5.76501396e+02]]",56287.0,0.4369705261931949,0.6222619311145907,66305.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
27,0.0,0.0,2025-04-02 16:13:53.491421,2025-04-02 16:13:54.350670,0 days 00:00:00.859249,0.7532065459279681,0.3852784453481951,38.97176126232778,False,0.10128674437768315,0.028353595501753537,0.12017194088023977,0.11594216317481897,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
28,0.7625205021394245,0.41584513353647606,2025-04-02 16:13:54.363077,2025-04-02 16:13:56.534122,0 days 00:00:02.171045,0.4488869862713033,1.9073986702683892,53.376415009445026,False,0.2229320013044412,1.6417845444728922,0.156645192118724,0.06909831304255999,True,100000,0.9,IF,0.522471463654151,0.528195708837295,13920.0,0.41584513353647606,33474.0,19554.0,,,0.42744921046168277,0.7625205021394245,"[[-9.93038602e-01  4.74659213e-03  4.94891332e+02]
 [-4.74659213e-03 -9.93038602e-01  5.74931704e+02]]",33233.0,0.5224714636541548,0.7625205021394404,14161.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
29,0.7854805743304394,0.8372467946286322,2025-04-02 16:13:56.548636,2025-04-02 16:13:58.542732,0 days 00:00:01.994096,0.21310901211921923,4.8696181110062975,57.262911996704986,False,0.09695399364016186,2.7819423890246915,0.11627493017525495,0.02538672050461646,True,100000,0.9,IF,0.4982880042863065,0.5081680858807943,44143.0,0.8372467946286322,52724.0,8581.0,,,0.6927459277362943,0.7854805743304394,"[[-1.00012724e+00 -2.03502244e-04  4.98126033e+02]
 [ 2.03502244e-04 -1.00012724e+00  5.73708046e+02]]",46487.0,0.6927459277362954,0.7854805743304758,50380.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
30,0.0,0.0,2025-04-02 16:13:58.555480,2025-04-02 16:13:58.843255,0 days 00:00:00.287775,0.9843162885588531,4.3749906322947805,44.383888111275034,False,0.08477356476928519,2.721203384157578,0.17566103256354437,0.0296322713256455,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
31,-0.010543384730286504,0.3339085418464193,2025-04-02 16:13:58.856405,2025-04-02 16:14:00.521913,0 days 00:00:01.665508,0.08845137935314829,3.528386617887816,56.317544713976005,False,0.08932724817107773,1.2723530293274274,0.1278143281288458,0.11111323573275537,True,100000,0.9,IF,0.23902460955907123,0.07761686906401272,387.0,0.3339085418464193,1159.0,772.0,,,0.03488566396940198,-0.010543384730286504,"[[ 2.41221108e-02  1.13333625e-01  6.17000847e+02]
 [-1.13333625e-01  2.41221108e-02  3.42008762e+01]]",606.0,0.23902460955907157,0.07761686906401269,940.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
32,0.0,0.0,2025-04-02 16:14:00.538133,2025-04-02 16:14:03.376238,0 days 00:00:02.838105,0.14220136681012285,3.8671455159594785,41.86548876918276,False,0.005458000576088327,0.5447621956284492,0.11663838723411393,0.11590303183351047,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
33,0.4892124176266093,0.5678878957535278,2025-04-02 16:14:03.392609,2025-04-02 16:14:05.615435,0 days 00:00:02.222826,0.18280675714085073,4.926384781508924,28.07548775690893,False,0.2577164105060329,2.2260037851445684,0.148794765690695,0.09531397781658593,True,100000,0.9,IF,0.24776270942647183,0.27812827065663703,34690.0,0.5678878957535278,61086.0,26396.0,,,0.05793293211584577,0.4892124176266093,"[[-1.02925343e+00 -2.38622260e-02  4.98635850e+02]
 [ 2.38622260e-02 -1.02925343e+00  5.72833667e+02]]",37244.0,0.24776270942646988,0.4892124176265698,58532.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
34,0.0,0.0,2025-04-02 16:14:05.632345,2025-04-02 16:14:07.535270,0 days 00:00:01.902925,0.09635513282695962,2.5019554902753116,46.75188203425278,False,0.15301797696764652,1.0349826445549675,0.1262188736018843,0.14208456524552288,True,100000,0.9,IF,,,1.0,1.0,1.0,0.0,,,,,"[[-3.01675131e-03 -1.38735495e-03  7.02603231e+02]
 [ 1.38735495e-03 -3.01675131e-03  4.51432439e+01]]",1.0,,,1.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
35,0.0,0.0,2025-04-02 16:14:07.550048,2025-04-02 16:14:07.853883,0 days 00:00:00.303835,0.4402399363816462,1.1963387734734066,33.43313188786344,False,0.9994618904537758,2.8395182471775064,0.08257491643472341,0.018919517703233787,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
36,0.0,0.0,2025-04-02 16:14:07.869663,2025-04-02 16:14:08.316827,0 days 00:00:00.447164,0.8864312762753186,0.3046196631080629,24.462155042056104,False,0.3183394581329545,1.4572076629942166,0.1362370549642552,0.08700098654683508,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
37,0.0,0.0,2025-04-02 16:14:08.331853,2025-04-02 16:14:08.697040,0 days 00:00:00.365187,0.777263963991652,2.758545078106727,57.70158789939728,False,0.05206059817008367,1.1632510815469044,0.052331931810324694,0.05460470891643594,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
38,0.7718305710178438,0.6143728327155327,2025-04-02 16:14:08.711464,2025-04-02 16:14:12.076600,0 days 00:00:03.365136,0.31493205619837406,1.8424959859175214,3.7598919044578736,False,0.1388779718781024,0.820030826162563,0.10792117110437015,0.0005335922554562667,True,100000,0.9,IF,0.5034292066671189,0.4965684358381385,20552.0,0.6143728327155327,33452.0,12900.0,,,0.3276079227431277,0.7718305710178438,"[[-1.00416641e+00  1.78766656e-03  4.96447705e+02]
 [-1.78766656e-03 -1.00416641e+00  5.74632800e+02]]",22818.0,0.5034292066671181,0.7718305710177907,31186.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
39,0.0,0.0,2025-04-02 16:14:12.093771,2025-04-02 16:14:12.540534,0 days 00:00:00.446763,0.21669504483178992,1.290080438579247,12.341201397273743,False,0.8502627286868024,3.662378822733798,0.1833065739132489,0.10526533452337081,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
40,0.6516711738536012,0.2017461959675995,2025-04-02 16:14:12.555014,2025-04-02 16:14:14.910144,0 days 00:00:02.355130,0.5462849331118041,0.43954744917277944,38.22515678685261,False,0.23634297187861456,2.1034354932358705,0.1586547720459819,0.12038828800976872,True,100000,0.9,IF,0.37644123139346747,0.4317956684177805,7995.0,0.2017461959675995,39629.0,31634.0,,,0.076906932607109,0.6516711738536012,"[[-1.01393409e+00 -1.63505700e-02  5.00012710e+02]
 [ 1.63505700e-02 -1.01393409e+00  5.73699404e+02]]",39298.0,0.37644123139346863,0.6516711738536007,8326.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
41,0.7611237343422602,0.8863793773333108,2025-04-02 16:14:14.926144,2025-04-02 16:14:16.910807,0 days 00:00:01.984663,0.11871104828142068,0.01735545718125242,58.90497345910408,False,0.05107391039531782,1.6790723754440806,0.13825154576791396,0.1260408289122531,True,100000,0.9,IF,0.5377435596246026,0.5277529541498437,52471.0,0.8863793773333108,59197.0,6726.0,,,0.6668441984433804,0.7611237343422602,"[[-9.95368828e-01 -6.56491583e-03  4.97979479e+02]
 [ 6.56491583e-03 -9.95368828e-01  5.72614402e+02]]",53608.0,0.6668441984433785,0.7611237343422699,58060.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
42,0.7939349647973082,0.9025580810198776,2025-04-02 16:14:16.928351,2025-04-02 16:14:18.901643,0 days 00:00:01.973292,0.11915092926589677,0.1793340408992038,67.83665600858251,False,0.047267727140471824,1.761007389865299,0.0783863705011173,0.1258888931712107,True,100000,0.9,IF,0.5137917954395118,0.5109118173420621,53806.0,0.9025580810198776,59615.0,5809.0,,,0.7459546370171838,0.7939349647973082,"[[-9.98061169e-01 -1.07211784e-03  4.96534156e+02]
 [ 1.07211784e-03 -9.98061169e-01  5.73379181e+02]]",54962.0,0.7459546370171849,0.7939349647973635,58459.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
43,0.0,0.0,2025-04-02 16:14:18.920570,2025-04-02 16:14:19.551084,0 days 00:00:00.630514,0.02716488967825935,0.06830280698255982,71.08222736679198,False,0.07998012965714141,2.640280792876084,0.05577400297784259,0.1549423590572772,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
44,0.0,0.0,2025-04-02 16:14:19.566699,2025-04-02 16:14:21.094682,0 days 00:00:01.527983,0.4051451340059278,0.5940289965184937,71.18367003828666,False,0.05657741170937604,2.299558187352817,0.08132073078034431,0.12524157211281325,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
45,0.05010093711635955,0.23946053619828234,2025-04-02 16:14:21.112203,2025-04-02 16:14:23.815844,0 days 00:00:02.703641,0.1350791805391872,0.2490588453090603,67.33062348548377,False,0.2986401577963379,1.3328595553749367,0.07454144994918765,0.1366310567615935,True,100000,0.9,IF,0.19994015525071185,0.04380401500908115,7333.0,0.23946053619828234,30623.0,23290.0,,,-0.014326133265048545,0.05010093711635955,"[[-6.46335904e-01 -9.43848110e-02  4.67609794e+02]
 [ 9.43848110e-02 -6.46335904e-01  4.94353478e+02]]",14740.0,0.1999401552507117,0.05010093711635837,23216.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
46,1.0,0.0,2025-04-02 16:14:23.832472,2025-04-02 16:14:25.357096,0 days 00:00:01.524624,0.04978737624205569,0.647939968605677,83.75310218881839,False,0.5358655396664387,1.7151874212323648,0.09651791040563325,0.15130052861541832,True,100000,0.9,IF,,-1.0,0.0,0.0,1.0,1.0,,,,1.0,"[[-2.93474391e-03  2.92267287e-03  5.08084749e+02]
 [-2.92267287e-03 -2.93474391e-03  5.59112802e+02]]",0.0,,1.0,1.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
47,0.7731402371648758,0.22284355047364687,2025-04-02 16:14:25.374355,2025-04-02 16:14:27.375889,0 days 00:00:02.001534,0.5795785259688595,0.6544850371962772,83.53395005221942,False,0.5434948023673781,1.7357911111168598,0.030591162605325448,0.14875621506969522,True,100000,0.9,IF,0.4813470774056972,0.5058682817811112,5340.0,0.22284355047364687,23963.0,18623.0,,,0.17662287278605304,0.7731402371648758,"[[-1.01039076e+00 -3.28743864e-03  4.99236059e+02]
 [ 3.28743864e-03 -1.01039076e+00  5.74870775e+02]]",23667.0,0.48134707740569704,0.7731402371648886,5636.0,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
48,0.0,0.0,2025-04-02 16:14:27.393589,2025-04-02 16:14:27.849083,0 days 00:00:00.455494,0.650250856012168,1.4795524339383952,92.20358236044527,False,0.7046608821818804,1.7994436826709994,0.09323888031248659,0.10077517861901236,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-multi-objective,TPESampler,tissue-0009-9073de4
