number,value,datetime_start,datetime_complete,duration,params_IF_binarization_threshold,params_IF_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,params_binarize_images,params_registration_max_features,params_registration_percentile,params_registration_target,user_attrs_corr_cell_max_corr,user_attrs_corr_image_max_corr,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state,objective,sampler,zarr_id
0,0.0,2025-04-02 16:13:04.572902,2025-04-02 16:13:07.740866,0 days 00:00:03.167964,0.3745401188473625,4.75357153204958,16.445845403801215,True,0.8661761457749352,3.005575058716044,0.031198904067240532,0.011616722433639893,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
1,0.0,2025-04-02 16:13:07.769005,2025-04-02 16:13:08.696439,0 days 00:00:00.927434,0.7080725777960455,0.10292247147901223,22.02157195714934,True,0.3042422429595377,2.6237821581611893,0.03636499344142013,0.03668090197068676,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
2,0.33103496200518795,2025-04-02 16:13:08.706847,2025-04-02 16:13:11.264058,0 days 00:00:02.557211,0.43194501864211576,1.4561457009902097,29.922320204986598,True,0.7851759613930136,0.9983689107917987,0.07327236865873835,0.0912139968434072,True,100000,0.9,IF,0.4011187698869178,0.4774134102821739,8597.0,0.4461801951422047,19268.0,10671.0,,,0.19573124020653093,0.7419310978150473,"[[-1.00312332e+00  1.01357975e-03  4.96700091e+02]
 [-1.01357975e-03 -1.00312332e+00  5.73448641e+02]]",10952.0,0.40111876988691647,0.7419310978150669,16913.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
3,0.0,2025-04-02 16:13:11.274947,2025-04-02 16:13:11.636655,0 days 00:00:00.361708,0.5142344384136116,2.9620728443102124,17.88188824504186,False,0.9656320330745594,4.041986740582305,0.013010318597055905,0.18977710745066667,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
4,0.0,2025-04-02 16:13:11.650470,2025-04-02 16:13:12.032383,0 days 00:00:00.381913,0.3046137691733707,0.48836057003191935,13.081785249633104,True,0.9093204020787821,1.2938999080000846,0.09903538202225404,0.006877704223043679,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
5,0.0,2025-04-02 16:13:12.041035,2025-04-02 16:13:12.312093,0 days 00:00:00.271058,0.662522284353982,1.5585553804470549,19.300591097027176,False,0.9394989415641891,4.474136752138244,0.19391692555291173,0.15502656467222292,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
6,0.0,2025-04-02 16:13:12.320412,2025-04-02 16:13:12.732380,0 days 00:00:00.411968,0.5978999788110851,4.609371175115584,5.477501602143269,False,0.2713490317738959,4.143687545759647,0.06506606615265287,0.07773545793789641,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
7,0.4956960769895534,2025-04-02 16:13:12.740508,2025-04-02 16:13:16.002463,0 days 00:00:03.261955,0.3567533266935893,1.4046725484369038,80.41750109464992,True,0.7722447692966574,0.993578407670862,0.014910128735954166,0.19737738732010346,True,100000,0.9,IF,0.4716592567907787,0.4958366317781036,17938.0,0.6377275312855518,28128.0,10190.0,,,0.3357607519624422,0.7772850514863506,"[[-1.00475672e+00  2.16905658e-03  4.97141582e+02]
 [-2.16905658e-03 -1.00475672e+00  5.74452772e+02]]",20587.0,0.47165925679078163,0.7772850514862958,25479.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
8,0.0,2025-04-02 16:13:16.012929,2025-04-02 16:13:17.064201,0 days 00:00:01.051272,0.005522117123602399,4.0773071422741705,77.35576432190862,False,0.11586905952512971,4.315517129377968,0.014808930346818072,0.07169314570885453,True,100000,0.9,IF,,,1.0,1.0,1.0,0.0,,,,,"[[-4.07317468e-04  1.60719998e-03  7.67583521e+02]
 [-1.60719998e-03 -4.07317468e-04  4.76266721e+02]]",1.0,,,1.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
9,0.019204211426441235,2025-04-02 16:13:17.072101,2025-04-02 16:13:18.037986,0 days 00:00:00.965885,0.6232981268275579,1.654490124263246,33.19314888064796,False,0.8872127425763265,2.3610746258097466,0.1459212356676128,0.12751149427104264,True,100000,0.9,IF,1.0,-0.1963318878227005,2.0,0.06060606060606061,33.0,31.0,,,-1.0,0.3168694885362804,"[[-1.63207787e-02  5.76359579e-03  7.16400485e+02]
 [-5.76359579e-03 -1.63207787e-02  5.34209234e+02]]",2.0,1.0,0.3882865370463891,33.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
10,0.0,2025-04-02 16:13:18.047573,2025-04-02 16:13:18.338376,0 days 00:00:00.290803,0.9451365442303868,3.059859613910273,94.9041094332945,True,0.6074415617554519,0.06440574751782424,0.14303392243935906,0.18153295905650352,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
11,0.3671028341441059,2025-04-02 16:13:18.349112,2025-04-02 16:13:21.989472,0 days 00:00:03.640360,0.25772151118051645,1.557853050977308,56.29394834714973,True,0.640472038335373,0.7048166858538283,0.0749452812575227,0.11388584222191449,True,100000,0.9,IF,0.4679805239665052,0.4937370699918109,18385.0,0.47386463219753594,38798.0,20413.0,,,0.3462339542325551,0.7746997965255926,"[[-1.00060649e+00  7.12024192e-03  4.94932381e+02]
 [-7.12024192e-03 -1.00060649e+00  5.75234117e+02]]",18751.0,0.4679805239665059,0.7746997965255246,38432.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
12,0.0,2025-04-02 16:13:22.002030,2025-04-02 16:13:24.386718,0 days 00:00:02.384688,0.1600538479915523,2.2038766408250283,60.95090969251122,True,0.6090738634337444,0.25175903766896135,0.06312482302321057,0.13790732022412838,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
13,0.3371977360250447,2025-04-02 16:13:24.396575,2025-04-02 16:13:27.711862,0 days 00:00:03.315287,0.2625283284844535,0.8039725056525399,55.763410673101426,True,0.658814980375125,1.439931329854335,0.11786752206761628,0.11573656725751441,True,100000,0.9,IF,0.43471532720710887,0.4950840661841199,15887.0,0.4394744121715076,36150.0,20263.0,,,0.25200831120363554,0.7672750146223558,"[[-1.00178066e+00 -6.03261550e-04  4.96197039e+02]
 [ 6.03261550e-04 -1.00178066e+00  5.74459543e+02]]",15967.0,0.43471532720710715,0.7672750146223077,36070.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
14,0.0,2025-04-02 16:13:27.723998,2025-04-02 16:13:29.161462,0 days 00:00:01.437464,0.12202631726823254,2.397496417356484,74.18071211347961,True,0.4616086932506339,1.8662917161284156,0.0026280631435616347,0.1591556145646622,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
15,0.35870868229512154,2025-04-02 16:13:29.171595,2025-04-02 16:13:32.765233,0 days 00:00:03.593638,0.19235987858839554,0.9952315710931157,97.71638775345417,True,0.7525664252129248,0.6542709412349884,0.09217814282201403,0.1975549792927681,True,100000,0.9,IF,0.4750125392502031,0.4926877618893537,22679.0,0.4736534324679936,47881.0,25202.0,,,0.39616466892181246,0.7573230925954723,"[[-9.95102938e-01  6.58157993e-03  4.94285902e+02]
 [-6.58157993e-03 -9.95102938e-01  5.73503099e+02]]",22963.0,0.4750125392502071,0.7573230925954386,47597.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
16,0.0,2025-04-02 16:13:32.778483,2025-04-02 16:13:33.318219,0 days 00:00:00.539736,0.010989189243771125,3.3380443743752988,42.14855374534298,True,0.47487182368455555,1.8066312624102885,0.04179404984053731,0.055981579049975944,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
17,0.0,2025-04-02 16:13:33.327435,2025-04-02 16:13:33.670858,0 days 00:00:00.343423,0.8395392694827276,1.852517373278498,72.50203110227847,True,0.7201514234895614,0.6780784894874967,0.13012388174516534,0.11192317861935669,True,100000,0.9,IF,,,,,,,,,,,,,,,,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
18,0.20495942335808084,2025-04-02 16:13:33.682776,2025-04-02 16:13:35.873862,0 days 00:00:02.191086,0.44837272316868587,1.1323039512918087,83.14599090450854,True,0.33282416286616795,3.3561848367527585,0.1791467587819956,0.167347937721741,True,100000,0.9,IF,0.448300053463285,0.4418654251999429,13644.0,0.35678050311176196,38242.0,24598.0,,,0.10113270595228857,0.5744692368850577,"[[-9.59511903e-01  5.19136781e-03  4.88814924e+02]
 [-5.19136781e-03 -9.59511903e-01  5.67878457e+02]]",37119.0,0.4483000534632843,0.5744692368850914,14767.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
19,0.552791389510845,2025-04-02 16:13:35.885308,2025-04-02 16:13:39.308580,0 days 00:00:03.423272,0.29363528329077393,0.3348319456688764,46.53863467857734,True,0.5245994948233306,2.0724448977892163,0.05213444500152749,0.13677226852527527,True,100000,0.9,IF,0.48198664318514667,0.5157690523835046,22331.0,0.6937032089714517,32191.0,9860.0,,,0.44400827168069945,0.7968701634384315,"[[-1.00529870e+00  2.25439002e-04  4.97959722e+02]
 [-2.25439002e-04 -1.00529870e+00  5.74312013e+02]]",23356.0,0.48198664318514667,0.7968701634384929,31166.0,COMPLETE,iou-single-objective,TPESampler,tissue-0009-9073de4
